product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
786,sem duis aliquam,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",497.13,15.81,electronics,Katz,388,Fuscia,small,0.7,2015-03-02,3.5,754,duis at velit eu est congue,4.4,795,express,6.0
787,libero non mattis pulvinar,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",215.08,3.2,electronics,Ntags,984,Orange,medium,6.9,2011-08-27,4.5,851,sociis natoque,4.2,527,express,48.45
788,lectus suspendisse potenti in,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,857.52,41.48,clothing,Yakitri,793,Orange,extra large,2.0,2019-12-10,2.8,698,felis ut at dolor quis,1.6,340,standard,14.13
789,nulla neque libero convallis,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",472.68,15.84,clothing,Oyope,734,Fuscia,large,2.8,2019-08-14,1.1,345,nunc rhoncus dui vel sem sed,1.5,80,express,15.02
790,sem praesent,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,576.42,19.09,clothing,Twiyo,537,Turquoise,extra large,2.2,2015-07-03,3.8,484,integer a,2.9,832,free,31.46
791,integer a nibh,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",191.55,15.82,toys,Midel,161,Red,small,4.0,2018-09-04,4.8,507,laoreet,2.2,157,standard,2.24
792,felis eu sapien,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,957.94,25.66,home decor,Avamm,871,Orange,small,8.9,2016-06-02,5.0,480,lobortis,2.8,2,standard,33.45
793,suspendisse potenti in,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",117.23,23.99,electronics,Yodo,519,Green,large,8.9,2022-08-17,2.4,516,dapibus,2.0,538,express,15.17
794,vitae ipsum aliquam non,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",391.88,26.33,electronics,Dynava,596,Crimson,small,3.5,2014-11-24,2.7,430,nunc viverra dapibus,3.0,758,standard,32.41
795,platea dictumst maecenas,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",704.58,32.94,clothing,Shufflebeat,460,Turquoise,extra large,9.9,2021-06-19,2.0,517,eleifend,1.0,492,express,4.16
796,augue quam sollicitudin,Suspendisse potenti.,211.55,48.03,electronics,Youspan,94,Crimson,extra large,3.2,2011-12-19,4.6,609,nec sem duis,2.3,198,free,47.62
797,volutpat erat quisque erat,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",303.35,42.89,home decor,Innojam,911,Fuscia,small,2.0,2021-03-24,4.3,673,potenti in eleifend,3.5,712,free,7.54
798,cubilia curae duis faucibus,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",439.41,35.8,toys,Kayveo,655,Mauv,small,4.5,2020-07-30,1.1,422,dui proin leo odio,1.9,408,free,12.59
799,in hac,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",336.29,2.05,electronics,Youfeed,245,Teal,large,0.8,2014-05-07,2.2,515,morbi sem mauris,4.3,963,express,16.51
800,imperdiet sapien,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",157.21,1.55,home decor,Bubbletube,252,Fuscia,medium,2.4,2019-12-14,1.3,325,vulputate elementum nullam varius,3.1,317,free,45.14
801,erat eros viverra,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",478.85,42.45,beauty,Minyx,145,Yellow,extra large,1.6,2015-05-13,2.3,457,morbi non lectus aliquam,2.0,778,standard,46.46
802,suscipit ligula,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",721.99,47.9,beauty,Podcat,260,Goldenrod,small,8.2,2017-03-21,1.2,23,sit amet consectetuer adipiscing elit proin,2.0,573,standard,9.12
803,nulla suspendisse potenti,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,334.57,9.95,clothing,Thoughtstorm,304,Aquamarine,small,6.0,2016-02-02,2.0,195,vel augue vestibulum ante ipsum primis,2.4,701,standard,23.49
804,ultrices posuere,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,163.38,38.78,home decor,Pixoboo,927,Red,large,3.9,2021-12-10,2.0,525,velit donec,3.9,259,free,35.81
805,leo maecenas,Sed ante.,820.27,46.33,clothing,Zoonoodle,161,Fuscia,medium,8.6,2021-06-22,1.4,843,diam erat fermentum justo nec,3.9,322,free,36.25
806,rutrum nulla,Proin risus.,59.1,49.03,home decor,Innojam,740,Orange,large,8.9,2012-10-29,2.8,533,turpis,2.4,682,standard,47.77
807,mauris enim leo,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,231.55,20.18,beauty,Jatri,586,Puce,large,8.7,2018-08-23,3.0,757,odio curabitur convallis,2.0,137,standard,23.22
808,in lacus curabitur,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,635.5,7.14,beauty,Photofeed,816,Purple,extra large,7.6,2018-11-29,4.1,736,amet nunc,1.0,668,standard,48.66
809,interdum eu tincidunt,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",795.84,22.84,electronics,Chatterpoint,693,Maroon,large,2.9,2021-12-07,1.6,369,urna pretium nisl ut volutpat sapien,1.0,732,free,20.76
810,amet erat nulla tempus,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",828.97,24.46,electronics,Twimbo,0,Aquamarine,small,2.7,2016-10-11,3.6,694,semper porta volutpat quam pede,3.4,633,standard,28.13
811,integer non velit,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,562.81,11.98,electronics,Fanoodle,113,Yellow,medium,7.6,2016-02-28,3.7,661,amet diam in magna bibendum imperdiet,2.3,34,standard,34.52
812,vivamus vestibulum sagittis,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",984.25,27.5,toys,Leenti,585,Mauv,medium,6.0,2022-07-12,1.2,453,erat quisque erat eros viverra eget,4.4,968,express,39.65
813,faucibus orci luctus,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",314.07,33.12,beauty,Buzzster,790,Teal,small,8.1,2015-06-10,1.8,297,varius nulla,4.4,853,free,40.31
814,at nibh,Nunc nisl.,425.8,49.28,home decor,Trunyx,655,Orange,small,6.2,2013-03-25,3.0,733,porta volutpat,3.7,331,standard,42.41
815,eget semper rutrum nulla,Suspendisse potenti.,687.77,21.22,toys,Jetpulse,40,Aquamarine,medium,7.6,2017-06-15,3.2,163,nunc viverra,2.5,260,standard,21.05
816,aenean fermentum,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",688.83,5.33,home decor,Zoombox,120,Crimson,extra large,8.5,2021-04-19,4.5,213,etiam faucibus cursus,1.8,174,standard,17.47
817,et ultrices posuere,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",410.32,31.19,clothing,Twimm,199,Crimson,large,3.8,2012-12-03,4.4,268,platea,1.6,364,free,2.39
818,integer tincidunt ante,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",563.9,14.0,clothing,Trilith,612,Turquoise,extra large,4.5,2013-11-01,2.0,472,erat curabitur,1.8,544,standard,13.55
819,amet nunc viverra dapibus,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",84.62,14.95,home decor,Skimia,224,Green,extra large,7.6,2016-09-18,1.4,168,fermentum donec ut mauris eget,3.8,410,standard,3.05
820,donec vitae nisi,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",518.44,22.34,toys,Meemm,768,Violet,large,8.8,2012-11-17,2.9,940,morbi a ipsum,1.4,379,express,7.65
821,justo aliquam quis,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,995.22,33.53,electronics,Eare,37,Puce,medium,8.0,2015-11-15,3.1,111,vestibulum sed magna at nunc commodo,2.3,579,free,11.81
822,magna ac consequat metus,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,306.31,34.06,beauty,Shuffledrive,858,Teal,medium,6.7,2014-10-19,1.3,36,felis ut at,2.3,450,free,26.07
823,justo etiam,In hac habitasse platea dictumst.,243.69,40.52,toys,Linklinks,860,Goldenrod,large,7.7,2020-09-18,3.8,294,mauris vulputate elementum nullam varius,3.8,147,standard,20.61
824,interdum venenatis,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,147.74,15.52,home decor,Eire,621,Maroon,medium,0.4,2021-12-21,1.8,237,risus dapibus augue,2.9,758,standard,36.76
825,nulla elit ac nulla,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",499.0,26.43,beauty,Zoombox,330,Goldenrod,small,4.8,2021-04-22,3.4,397,tortor sollicitudin mi sit amet,2.7,792,standard,25.73
826,vestibulum ante ipsum,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",53.48,46.71,electronics,Divavu,401,Mauv,small,1.2,2013-01-03,3.0,61,vehicula condimentum curabitur in libero,1.7,362,free,45.34
827,fusce lacus purus,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,787.79,46.88,electronics,Teklist,126,Fuscia,medium,6.8,2015-06-12,2.8,841,dignissim vestibulum vestibulum ante ipsum primis,1.5,185,standard,0.07
828,aliquet pulvinar sed,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,443.57,21.45,home decor,Aibox,676,Yellow,large,8.6,2017-03-27,4.4,897,mi integer ac neque duis,2.2,810,standard,19.44
829,bibendum imperdiet nullam,Sed vel enim sit amet nunc viverra dapibus.,570.66,13.35,electronics,Trunyx,320,Aquamarine,medium,5.2,2016-09-05,1.1,809,sed vestibulum,1.9,617,express,2.31
830,ligula vehicula,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",534.4,19.49,toys,Divavu,485,Red,small,5.1,2010-01-20,3.8,575,ultrices aliquet maecenas leo,4.7,429,standard,30.13
831,nisl venenatis,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",598.88,46.81,home decor,Bubbletube,227,Orange,large,8.7,2017-07-27,2.3,405,lacinia nisi venenatis tristique fusce,3.0,511,standard,48.41
832,congue vivamus metus arcu,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,922.72,3.08,clothing,Gabvine,268,Goldenrod,extra large,5.8,2015-08-16,4.8,359,suscipit ligula,3.6,170,standard,16.8
833,neque libero,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",64.14,29.37,electronics,Topdrive,822,Mauv,large,2.5,2012-01-02,2.8,735,nisi at nibh in,2.0,458,standard,9.92
834,ipsum primis in,Sed accumsan felis. Ut at dolor quis odio consequat varius.,304.3,3.3,beauty,Zoovu,890,Yellow,large,6.4,2018-03-20,1.4,306,massa volutpat convallis morbi odio odio,3.9,323,standard,36.1
835,lacinia sapien quis,Morbi vel lectus in quam fringilla rhoncus.,950.35,21.54,toys,Voolia,243,Red,extra large,8.1,2017-04-27,4.7,384,est,3.4,505,express,45.48
836,id ornare imperdiet sapien,Etiam justo.,207.94,29.23,home decor,Fivechat,975,Maroon,large,1.5,2016-02-12,4.3,799,rutrum nulla nunc purus phasellus,3.1,935,free,8.21
837,eu felis,Cras non velit nec nisi vulputate nonummy.,779.56,35.6,home decor,Buzzdog,982,Pink,extra large,5.5,2020-03-17,1.6,833,vel enim sit amet nunc viverra,4.2,904,standard,37.68
838,vel nisl duis ac,Nunc nisl.,21.67,15.99,home decor,Zoomcast,47,Red,large,9.1,2016-11-02,1.4,857,iaculis justo in hac habitasse,2.0,188,express,5.72
839,vel augue,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,197.38,27.53,home decor,Trupe,954,Violet,small,8.7,2015-04-23,2.2,42,felis eu sapien cursus vestibulum,1.3,721,express,32.31
840,quam a odio,Nulla suscipit ligula in lacus.,820.74,22.17,clothing,Jaxnation,240,Red,extra large,5.4,2022-09-29,3.0,427,blandit lacinia,2.4,218,free,14.79
841,rutrum nulla tellus in,Proin risus. Praesent lectus.,47.61,25.61,toys,Bubbletube,936,Green,small,4.0,2010-05-18,4.9,920,convallis nunc proin at turpis,1.4,323,free,34.22
842,sapien a libero nam,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",550.72,26.51,electronics,Realblab,133,Purple,large,1.4,2017-08-03,4.4,467,rutrum at,2.8,590,free,20.25
843,luctus nec,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",794.61,5.71,electronics,Voomm,683,Puce,extra large,4.7,2021-03-22,3.1,881,leo,2.8,913,standard,25.89
844,consequat dui nec nisi,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",819.6,40.1,electronics,Zazio,519,Pink,extra large,2.4,2010-09-11,1.9,323,non,2.1,727,express,30.53
845,arcu libero rutrum ac,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,939.58,24.32,clothing,Bluejam,130,Blue,large,1.1,2017-03-25,4.5,566,leo rhoncus,4.1,584,standard,36.19
846,quisque erat,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",334.16,14.04,toys,Fanoodle,382,Purple,medium,0.3,2012-02-20,4.7,703,metus arcu,4.6,506,standard,10.81
847,tristique est et,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",630.38,6.79,toys,Avamm,822,Khaki,medium,6.7,2013-07-29,1.8,620,vulputate ut ultrices vel augue,3.6,97,free,17.78
848,ante ipsum primis,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,731.08,38.08,home decor,Photobug,293,Turquoise,large,8.6,2011-07-16,4.1,644,vestibulum quam sapien,3.2,540,express,12.3
849,eu sapien cursus,Nulla mollis molestie lorem. Quisque ut erat.,150.68,40.45,clothing,Blogspan,419,Crimson,large,2.9,2015-07-21,3.0,591,integer ac neque duis bibendum morbi,1.1,716,express,38.12
850,facilisi cras non velit,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",263.64,20.94,home decor,Fatz,567,Puce,extra large,4.4,2016-11-14,2.8,942,augue vestibulum rutrum rutrum neque aenean,1.7,289,standard,40.1
851,cras non,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",511.67,12.68,home decor,Latz,45,Goldenrod,large,7.2,2022-10-01,3.7,916,amet justo morbi ut odio cras,2.2,101,express,26.09
852,vulputate elementum nullam,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",99.12,28.67,home decor,Buzzster,468,Maroon,large,7.1,2016-10-22,1.1,514,faucibus accumsan odio,2.4,223,express,35.56
853,velit nec nisi,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,622.0,38.07,electronics,Skippad,7,Orange,extra large,1.8,2015-06-13,3.6,120,nulla neque libero convallis eget,3.3,200,free,45.88
854,potenti in eleifend,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,196.58,48.12,toys,Topdrive,107,Red,small,0.8,2021-04-25,1.2,852,arcu sed,1.1,893,standard,46.25
855,cursus urna ut,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",646.21,16.87,beauty,Aimbu,388,Khaki,small,9.2,2019-03-04,2.8,581,integer tincidunt ante vel,2.6,101,express,34.65
856,sed justo pellentesque viverra,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",534.26,7.81,beauty,Kwimbee,743,Puce,extra large,9.5,2011-05-03,1.9,307,dignissim vestibulum vestibulum ante ipsum,3.3,432,free,24.8
857,turpis a pede posuere,Integer a nibh. In quis justo.,503.43,2.27,electronics,Yakidoo,465,Fuscia,small,6.8,2016-05-15,3.7,789,donec diam neque vestibulum eget vulputate,2.2,678,standard,9.47
858,nulla nunc,Aliquam sit amet diam in magna bibendum imperdiet.,310.99,26.04,beauty,Wikizz,654,Yellow,medium,8.1,2010-01-26,3.6,961,justo pellentesque viverra,2.0,919,express,36.87
859,erat eros viverra,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,774.94,44.85,toys,Realbridge,336,Crimson,small,7.1,2018-10-01,2.3,625,vel sem sed sagittis nam,4.7,658,express,43.27
860,felis sed interdum,Sed ante. Vivamus tortor. Duis mattis egestas metus.,868.27,43.16,clothing,Wordify,325,Indigo,small,9.5,2016-08-15,4.6,464,a odio,3.2,923,express,25.46
861,in purus eu,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",180.91,34.63,beauty,Zazio,260,Puce,large,9.0,2015-06-20,1.4,541,porta volutpat quam pede,4.6,131,free,5.54
862,at dolor quis odio,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,611.61,23.0,toys,Twimbo,558,Maroon,extra large,3.5,2017-02-22,2.7,136,justo pellentesque viverra,2.1,559,express,19.33
863,ut nulla sed,Nulla nisl.,233.11,16.57,toys,Feedspan,37,Red,small,3.0,2010-02-08,4.4,427,mattis pulvinar nulla pede ullamcorper,2.7,220,express,34.87
864,eget elit sodales,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",669.03,22.61,home decor,Quaxo,543,Turquoise,large,0.8,2012-05-07,3.9,129,nulla sed vel,4.7,1000,express,29.23
865,duis bibendum morbi,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",822.18,32.86,toys,Thoughtbeat,736,Blue,medium,4.2,2021-05-19,1.6,696,morbi porttitor lorem,3.1,173,express,22.31
866,semper rutrum nulla nunc,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",87.84,21.69,clothing,Yombu,517,Indigo,small,0.2,2021-04-06,4.0,956,hac habitasse,3.4,29,express,25.82
867,et ultrices,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,195.34,35.26,clothing,Kare,72,Fuscia,extra large,7.9,2014-09-24,1.7,952,diam erat,2.6,98,express,45.39
868,primis in faucibus,Vivamus tortor.,384.0,13.54,beauty,Edgepulse,718,Indigo,small,3.4,2016-03-16,2.9,165,arcu adipiscing molestie,2.3,585,free,40.52
869,penatibus et magnis dis,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",641.92,35.57,electronics,Oyoloo,629,Fuscia,extra large,7.0,2010-12-23,3.8,738,eget eleifend luctus ultricies eu nibh,3.1,594,standard,47.02
870,vitae nisi nam,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,358.38,36.62,toys,Plajo,445,Violet,medium,2.0,2017-08-29,2.0,854,molestie lorem,2.8,663,express,3.65
871,posuere cubilia curae mauris,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",190.1,17.63,electronics,Skynoodle,898,Puce,small,3.9,2016-11-15,3.7,568,rhoncus aliquam lacus morbi,3.9,841,free,28.55
872,in libero ut massa,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",357.07,9.91,beauty,Oyoba,355,Indigo,large,2.1,2010-09-10,3.0,354,quisque erat eros viverra,1.7,337,free,30.49
873,erat eros viverra eget,Sed sagittis.,197.7,22.54,clothing,Yodel,172,Crimson,extra large,5.6,2020-04-13,1.3,117,eros suspendisse accumsan,1.8,574,express,38.06
874,ante ipsum,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,441.86,34.11,clothing,Gabcube,227,Turquoise,extra large,4.3,2015-07-21,4.8,582,justo in blandit ultrices enim lorem,3.7,629,standard,19.46
875,convallis nulla neque,Suspendisse accumsan tortor quis turpis. Sed ante.,446.35,19.74,electronics,Shufflebeat,0,Puce,small,0.4,2011-07-02,2.5,643,dictumst etiam,2.7,527,free,15.85
876,porta volutpat quam pede,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",275.13,43.03,electronics,Thoughtbeat,184,Puce,small,1.9,2022-06-21,2.7,297,metus arcu adipiscing molestie hendrerit at,2.2,952,express,15.61
877,nulla ultrices aliquet maecenas,Phasellus sit amet erat. Nulla tempus.,130.79,9.59,beauty,Voomm,698,Turquoise,extra large,6.0,2015-12-10,2.9,959,mauris vulputate elementum nullam,1.7,418,free,24.5
878,cubilia curae duis faucibus,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",635.01,5.87,beauty,Jamia,334,Green,large,2.9,2021-04-20,4.5,426,odio porttitor id,1.2,118,free,6.13
879,ut massa,Integer non velit.,979.64,43.48,electronics,Voolia,7,Orange,medium,8.6,2021-03-31,4.1,335,sapien dignissim,2.3,372,express,37.5
880,nunc nisl,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",911.1,35.35,toys,Meevee,450,Blue,small,8.3,2021-03-16,2.1,67,morbi a ipsum,4.3,173,standard,14.7
881,eget eros elementum pellentesque,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",443.29,41.99,toys,Feedfire,837,Goldenrod,extra large,1.4,2014-04-02,3.0,904,pellentesque volutpat dui,4.2,264,free,23.37
882,aliquet pulvinar sed,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,633.85,15.08,toys,Riffpedia,387,Teal,extra large,9.1,2015-01-26,3.1,674,sed,2.9,686,express,21.85
883,faucibus orci luctus et,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",987.01,3.63,clothing,Flashspan,6,Goldenrod,large,7.0,2019-08-29,3.4,673,rutrum nulla nunc purus phasellus,4.9,297,express,31.38
884,placerat ante,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",57.32,14.65,electronics,Oloo,252,Mauv,small,9.0,2010-07-29,3.8,237,in imperdiet et commodo vulputate justo,4.6,5,express,47.47
885,amet nulla,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,202.67,49.62,electronics,Topicblab,592,Fuscia,small,7.2,2017-12-25,1.6,694,vel enim sit amet nunc viverra,1.8,610,express,6.71
886,curae mauris viverra,Curabitur at ipsum ac tellus semper interdum.,979.11,4.05,beauty,Edgeify,859,Purple,extra large,9.9,2010-05-05,4.6,420,in congue,2.7,626,express,37.55
887,sit amet,Praesent blandit lacinia erat.,263.78,12.77,toys,Rhynyx,740,Green,extra large,6.3,2011-10-17,3.0,434,donec dapibus duis at velit eu,4.1,462,express,29.04
